# 3DO audio durations for Sherlock Serrated Scalpel talkie mode
# Format: filename duration_ms (space or tab separated)
# filename is without .stream extension
lsl24daa 5970
lsl24eaa 3600
lsl24eab 4810
lsl24faa 7450
lsl24fab 8590
lsl24haa 2040
lsl24hab 6720
lsl24hba 3600
lsl24hbb 28870
lsl24hbc 3380
lsl24hbd 15100
lsl24hbe 2440
lsl24hbf 23490
lsl24hca 3520
lsl24hcb 5450
lsl24yaa 5350
lsl24zaa 6880
lsl24zba 7090
lsl24zca 6110
lsl24zda 7710
lst03aaa 4610
lst03aab 33680
lst03aba 4080
lst03abb 12520
lst03aca 5050
lst03acb 29200
lst03ada 4950
lst03adb 13360
lst03aea 10410
lst03aeb 7210
lst03aec 8690
lst03afa 7310
lst03afb 10780
lst03aga 6690
lst03agb 11530
lst03aha 6360
lst03ahb 15660
lst03aia 5520
lst03aib 18670
lst03aja 4720
lst03ajb 11820
lst03ajc 10120
lst03ajd 15260
lst03aje 11150
lst03ajf 25700
lst03aka 3990
lst03akb 11420
lst03akc 15120
lst03akd 15730
lst03ala 6110
lst03alb 10690
lst03ama 7580
lst03amb 5590
lst03amc 6410
lst03amd 16390
lst03ame 9720
lst03amf 32180
lst03ana 3270
lst03anb 13720
lst03aoa 7980
lst03aob 11930
lst03apa 3340
lst03apb 26800
lst03waa 4410
lst03xaa 5450
lst03yaa 10480
lst03zaa 10780
lwy27aaa 3810
lwy27aab 17070
lwy27aba 10620
lwy27abb 5710
lwy27abc 1740
lwy27abd 3410
lwy27abe 10330
lwy27aca 2650
lwy27acb 152340
lwy27ada 6360
lwy27adb 4320
lwy27adc 3810
lwy27add 15950
lwy27ade 8620
lwy27adf 12330
lwy27aea 6410
lwy27aeb 10410
lwy27aec 3270
lwy27afa 2610
lwy27afb 21800
lwy27afc 3480
lwy27afd 9020
lwy27aga 2350
lwy27agb 10290
lwy27agc 3480
lwy27agd 8550
lwy27yaa 3310
lwy27zaa 10780
lwy27zba 9610
nge46aaa 8080
nge46aab 5090
nge46aba 4650
nge46abb 12650
nge46abc 2580
nge46abd 3050
nge46abe 2040
nge46abf 5490
nge46aca 3480
nge46acb 2350
nge46ada 3780
nge46adb 8480
nge46aea 3310
nge46aeb 9960
nge46baa 6080
nge46bab 5820
nge46bba 5280
nge46bbb 6110
nge46bca 8810
nge46bcb 17590
nge46bcc 5190
nge46bcd 16670
nge46yaa 1670
nge46yab 2250
nge46zaa 9650
pat18aaa 14260
pat18aab 12330
pay25aaa 1780
pay25aab 7610
pay25aba 1990
pay25abb 4320
pck41aaa 6910
pct11baa 2790
pct11bab 4550
prk09aaa 3050
prk09aab 18630
prk09aba 4210
prk09abb 24210
prk09aca 4390
prk09acb 21160
prk09ada 5190
prk09adb 17430
prk09adc 17430
prk09aea 4950
prk09aeb 11280
prk09afa 6320
prk09afb 29430
prk09aga 4410
prk09agb 14450
prk09aha 2610
prk09ahb 17760
prk09zaa 17430
ptt06zab 4950
ptt16aaa 2440
ptt16aab 2440
ptt16aac 1740
ptt16aad 5890
ptt16aae 5310
ptt16aaf 4040
ptt16aag 3850
ptt16aah 10590
ptt16aai 3340
ptt16aaj 5190
ptt16aak 2020
ptt16aal 4140
ptt16aam 11930
ptt16aan 2650
ptt16aao 4810
ptt16zaa 4080
ptt16zba 4910
ptt16zbb 1740
ptt16zbc 5850
ptt16zbd 4610
ptt16zbe 4320
ptt16zca 12890
pul18aaa 2910
pul18baa 1670
pul18bab 3200
pul18bac 5820
pul18bad 8690
pul18bae 3120
pul18baf 7890
pul18bba 2320
pul18bbb 5820
pul18bca 2320
pul18bcb 6760
pul18bcc 11490
pul18bcd 5150
pul18bce 2790
pul18bcf 3450
pul18bcg 1780
pul18bch 7850
pul18bci 3080
pul18bcj 8250
pul18bck 21440
pul18bda 2320
pul18bdb 3190
pul18bdc 6290
pul18bdd 6510
pul18bde 4410
pul18bdf 5890
pul18zaa 3050
pul18zab 5960
rff43aaa 4950
rff43aba 5120
rff43aca 4480
rff43ada 7450
rht43aaa 8590
rht43aba 3340
rht43aca 3640
rht43acb 2510
rht43ada 4790
rsa13aaa 3450
rsa13aab 7580
rsa13aac 4320
rsa13aad 3590
rsa13aae 5450
rsa13aaf 10330
rsa13aag 5190
rsa13aah 16490
rsa13aai 5020
rsa13aaj 5960
rsa13yaa 3950
rsa13zaa 8880
rsa13zba 4680
rug43aaa 7050
rug43aab 6620
rug43aba 4110
rug43abb 3200
rug43aca 4080
rug43acb 6150
rug43baa 4140
rug43bab 9350
rug43bba 3450
rug43bbb 7850
rug43bca 3590
rug43bcb 5750
rug43bda 4010
rug43bdb 8810
rug43bdc 7420
rug43bdd 13830
rug43bde 12990
sag19aaa 3340
sag19aab 8980
sag19aac 4880
sag19aba 6360
sag19abb 20200
sag19abc 3590
sag19abd 4840
sag19aca 2790
sag19acb 2280
sec43aaa 5610
sec43aab 7750
sec43aba 3740
sec43abb 3010
sec43aca 6580
sec43acb 5050
sec43baa 4350
sec43bab 10550
sec43bba 2870
sec43bbb 3240
sec43bca 3050
sec43bcb 3340
sec43bdc 6880
sec43bdd 14790
sec43bde 12490
sei09aaa 6150
sei09aab 9060
sei09aac 6650
